name_matching;username;available;created_at;full_text;retweet_count;favorite_count;followers_count;location;label
Peter Felser;PeterFelser;TRUE;2019-07-10 06:12:55;"#Polizei verhindert schwere Brandstiftung. #Linksextreme mit selbstgebauten #Brandsätzen in #Hamburg geschnappt. 2 Jahre nach #G20 - #RoteFlora endlich räumen - #Recht durchsetzen!
https://t.co/QrQX0zuobj";1;2;1316;Kempten (Allgäu), Deutschland;positive
Axel Fischer;Axel_Fischer;TRUE;2018-08-15 19:45:32;Das Urteil des Oberverwaltungsgerichts Münster zum Fall Sami A. muss umgehend zu einer Prüfung der geltenden Rechtslage führen. Wenn nach geltendem Recht die Persönlichkeitsrechte eines Gefährders höher zu wichten sind als unsere Sicherheitsinteressen, dann stimmt etwas nicht.;0;0;801;Berlin;negative
Agnieszka Brugger;agnieszka_mdb;TRUE;2019-05-06 14:26:59;"Frithjof Schmidt: wir erleben einen Strukturwandel der Öffentlichkeit mit Angriffen auf Wahlen &amp; öffentliche Debatten - sozusagen auf die Hardware und die Software unserer #Demokratie. Diese Aspekte von #Desinformation müssen wir europäisch angehen / Team Brugger";2;3;11106;"";negative
Heiko Maas;HeikoMaas;TRUE;2018-08-04 12:55:00;Europa muss sich behaupten mit den Werten, denen es sich verpflichtet fühlt: Demokratie, Rechtsstaat, Menschenrechte und auch freier Handel. Mit denjenigen, die diese Werte teilen, wollen wir uns enger abstimmen und denen die Stirn bieten, die rote Linien überschreiten.;89;372;434412;Saarlouis/Berlin;positive
Ulla Jelpke;UllaJelpke;TRUE;2020-09-11 11:08:48;Das zeigt wieder mal, wie weit verbreitet und tief verwurzelt antiziganistische Klischees sind. Das ist nicht lustig, weil es für die betroffenen Menschen direkt als Gewalt wirkt. Eine Entschuldigung wäre das Mindeste. https://t.co/cXVwlbij7b;0;6;13461;Platz der Republik, Berlin;negative
Christian Durr;christianduerr;TRUE;2019-09-30 09:53:05;Unsere Einwanderungspolitik ist zum Schämen! Wer Arbeit hat und sich integrieren möchte, muss in 🇩🇪 bleiben können. Wir sind auf Leute wie diese beiden Frauen angewiesen! https://t.co/DDS15qKcRR;17;92;4586;Berlin / Ganderkesee;negative
Achim Post;achim_p;TRUE;2020-06-04 07:40:24;Auch wenn das Konjunkturprogramm letztlich ein Kompromiss zwischen den Koalitionsparteien darstellt, ist es alles in allem ein wirklich starker Aufschlag, der sich sehen lassen kann und an vielen Stellen eine deutliche sozialdemokratische Handschrift trägt.;0;1;3236;Espelkamp/Berlin;positive
Achim Post;achim_p;TRUE;2020-06-04 07:40:24;Es ist ein Konjunkturprogramm, das kurzfristige konjunkturelle Impulse mit längerfristigen Zukunftsinvestitionen kombiniert und in der Geschichte unseres Landes beispiellos ist.;0;1;3236;Espelkamp/Berlin;positive
Achim Post;achim_p;TRUE;2020-06-04 07:40:24;Die von CDU und CSU geforderte #Soli-Abschaffung auch für Topverdiener ist dagegen nun endgültig vom Tisch.;0;1;3236;Espelkamp/Berlin;positive
Alexander Muller;alexmuellerfdp;TRUE;2018-09-04 11:39:24;Bei der #Clausewitz-Gesellschaft in #Hamburg durfte ich zu den neuen Herausforderungen vortragen. Mein Fazit: #Cyberverteidigung und #Hacking gehören längst zu militärischen Auseinandersetzungen dazu. Wir müssen die #Bundeswehr dafür nur endlich richtig ausstatten. /TM https://t.co/B7c2jpIFut;1;6;1538;Niedernhausen, Deutschland;positive
Ulla Jelpke;UllaJelpke;TRUE;2019-10-23 11:37:19;Geflüchtete aus #Tschetschenien brauchen Schutz! Doch das #BAMF lehnt ihre Asylanträge reihenweise ab und Bund und Länder forcieren Abschiebungen nach Russland. Diese schäbige Praxis muss sofort gestoppt werden! https://t.co/F30O6wR6zG;4;7;13461;Platz der Republik, Berlin;negative
Marc Bernhard;MarcBernhardAfD;TRUE;2019-07-28 08:31:29;"+++ Wer soll das noch bezahlen? #Wohnungskrise ist das Ergebnis verfehlter Rot-Grüner Politik! +++ Schluß damit! Aus Nation der #Mieter - Nation der #Eigentümer machen! 
#Grundsteuer weg! #Grunderwerbssteuer runter! #Bauvorschriften entrümpeln!
#ZeitfürVeränderung! #Bernhard https://t.co/bG5522LO6q";3;16;3966;"";negative
Caren Lay;CarenLay;TRUE;2020-02-06 10:52:27;"Jetzt gilt: Alle zusammen gegen den Faschismus! 
#Kemmerich muss in zurücktreten!
#KemmerichRuecktritt #Thueringen #Neuwahlen https://t.co/RdKWeabqeL";5;61;9763;"";negative
Katja Leikert;kleikert;TRUE;2019-10-15 10:18:05;Das ist ein starkes Signal: Nach dem schrecklichen rechtsextremistischen Terroranschlag in #Halle laden die Stadt #Hanau und die Jüdische Gemeinde Hanau für den morgigen Mittwoch, 16. Oktober, zu einer Kundgebung auf den Freiheitsplatz ein. Beginn ist um 17 Uhr. https://t.co/BsKwC8xFTA;1;2;4954;"";negative
Jan-Marco Luczak;JM_Luczak;TRUE;2019-06-18 15:12:11;"#r2G spaltet mit #Mietendeckel d Stadt – #Neubau statt #Deckel! 🏗 Zielkonflikte zwischen bezahlbarem Wohnen, #Klimaschutz &amp; demographischen Wandel zusammen denken und lösen. Senat macht d Gegenteil, schadet damit Berlin!👎 Mehr dazu: https://t.co/H1w8zWjCKj 
@CDUBerlin_AGH @CDU https://t.co/r3pOg34gWI";2;11;5202;Berlin;negative
Tobias Pfluger;tpflueger;TRUE;2019-08-02 09:56:35;Neue Mittelstreckenraketen in Europa? Das ist eine Horrorvorstellung! Die Bundesregierung muss klarstellen, dass es keine Stationierung neuer Atomwaffen hier in der Bundesrepublik geben darf. #INFVertrag https://t.co/dguGXtGW4C;7;13;3166;Freiburg / Berlin;negative
Christoph Hoffmann;HoffmannForest;TRUE;2020-12-28 12:48:56;@Karl_Lauterbach #Klimaschutz geht über Geldbeutel und Markt zielsicher. Reine Ordnungspolitik und ungleiche Verteilung der Last ist unwirksam, kann man aus #COVIDー19 lernen. Wenn Lockdown dann richtig,- oder mit Skalpell gezielt Infektionstreiber ermitteln / ausschalten. So wird’ nix @jensspahn;0;0;1258;Schliengen, Deutschland;negative
Sven-Christian Kindler;sven_kindler;TRUE;2019-11-07 14:46:22;Die neuste Ausgabe von @derrechterand geht um rechte Angriffe auf die Klimabewegung. Der Einsatz für Klimagerechtigkeit ist auch ein Einsatz für globale Solidarität und für #Antifaschismus. Jetzt bis 14.11. das neue Heft vorbestellen. https://t.co/jDanDrELDk;5;18;16112;Hannover, Deutschland;positive
Jan-Marco Luczak;JM_Luczak;TRUE;2018-09-16 12:02:22;@MFabricius @spdbt @cducsubt @CDU @_A_K_K_ @MIT_bund @hausundgrund_de @ZIAunterwegs @ivd_immobilien Mehr Mieterschutz haben wir gerade - zurecht - auf den Weg gebracht.;0;1;5202;Berlin;positive
Nicole Gohlke;NicoleGohlke;TRUE;2018-06-11 08:11:23;"Ein wirklich lesenswerter Artikel zum #linkebpt18 #linkeBPT :
keine Wiederholung der Mär vom Machtkampf - stattdessen eine sachliche Analyse der zur Debatte stehenden Positionen. 
@Tagesspiegel 
https://t.co/nuipfGhOPA";8;21;7685;Berlin | München;positive
Karl Lauterbach;karl_lauterbach;TRUE;2020-06-29 07:37:42;Im Nachhinein scheint der lokale Lockdown in Gütersloh richtig gewesen zu sein. Da die Zahlen weiter über der vereinbarten Grenze liegen sollte er noch bestehen bleiben. Aber so ist der lokale Ausbruch beherrschbar und breitet sich wohl nicht weiter aus https://t.co/MNnaKYU1Kl;56;591;337001;Berlin, Deutschland;positive
Annalena Baerbock;ABaerbock;TRUE;2018-01-11 08:10:39;Habe mir das #GroKo-Sondierungspapier zu #Klima nochmal genau angeschaut. Krass: De facto wird sogar das Kyoto-Protokoll, der Meilenstein der #Klimadiplomatie für nichtig erklärt! Frau #Merkel, das geht so nicht! Nachbessern! #kohleausstieg https://t.co/tWIuwjAbUd;111;233;107693;Brandenburg;negative
Annalena Baerbock;ABaerbock;TRUE;2018-03-14 07:20:49;Auch weltweit sieht man, dass Angela #Merkel s  #GroKo 3.0 nicht klimatauglich ist, sondern vielmehr das Pariser Abkommen unterläuft. Auch außenpolitisch fatal. Daher  Klimasofortprogramm jetzt auflegen! https://t.co/LH73sSW5gU;24;96;107693;Brandenburg;negative
Annalena Baerbock;ABaerbock;TRUE;2018-03-21 13:09:57;Der größten globalen Herausforderung, der #Klimakrise, 30 Sek. von 1 Std #Regierungserklärung zu widmen, unterstreicht die größte Leerstelle im #Koalitionsvertrag. Auch sozialpolitisch wird uns das auf die Füße fallen. Unter den Klimafolgen leiden gerade die ärmsten am meisten.;39;153;107693;Brandenburg;negative
Annalena Baerbock;ABaerbock;TRUE;2018-06-07 15:25:59;Luise #Amtsberg hat heute alles gesagt,was es zum #Familiennachzug  zu sagen gibt. Wer #Integration will, muss Geflüchteten Perspektiven auf  ein Zusammenleben mit ihren Familien geben. Das #Grundrecht auf Familie darf nicht beschnitten werden. Die #GroKo macht aber genau das. https://t.co/Dii2NWKAkO;23;115;107693;Brandenburg;negative
Annalena Baerbock;ABaerbock;TRUE;2018-09-18 18:07:20;"#Maaßen nun also „rechte“ Hand von #Seehofer. Es gibt nicht genug Adjektive um das Drama dieser Großen Koalition zu beschreiben. Aber ehrlich gesagt, mach ich mir nach heute einfach nur noch mehr Sorgen um die Zukunft unserer Demokratie. 
Umso mehr gilt: #WhenTheyGoLowWeGoHigh";355;1856;107693;Brandenburg;negative
Annalena Baerbock;ABaerbock;TRUE;2019-03-01 21:35:53;"@haenel_kh , Natascha Nicklaus + @NoraSzasz1 kämpfen für etwas das größer ist als ein Bulletpoint auf ihrer Praxis Website. Sie kämpfen für das #Selbstbestimmungsrecht von uns Frauen. Dafür gibts zu Recht den  #AnneKleinFrauenpreis der @boell_stiftung 
#Trustwomen #wegmit219a https://t.co/pKKgZ3sPzV";7;59;107693;Brandenburg;positive
Annalena Baerbock;ABaerbock;TRUE;2019-05-24 14:55:26;Danke #FridaysForFuture. Das ist die größte Klimabewegung aller Zeiten. Jung und Alt in über 300 Städten Deutschlands auf der Straße. #KlimaWahl #VoteForClimate #Europawahl2019 #Klimaschutz #JugendÄndertEuropa https://t.co/X8yeKkhl85;92;659;107693;Brandenburg;positive
Annalena Baerbock;ABaerbock;TRUE;2019-05-30 11:05:00;"Inferno in #Idlib : Helfer, die mit Blut überströmte Kinder aus den Trümmern ziehen, die Augen aufgerissen, der Blick starr vor Entsetzen. """"Die Welt hat uns aufgegeben.""""                                     Eine Schande für uns alle.  https://t.co/a9UjRs91wF";299;680;107693;Brandenburg;negative
Annalena Baerbock;ABaerbock;TRUE;2020-02-22 11:06:30;"#SayTheirNames 
Wir trauern um 

Ferhat Ünver
Mercedes Kierpacz
Sedat Gürbüz
Gökhan Gültekin
Hamza Kurtović
Kalojan W.
Vili V. Păun
Said N. Hashemi
Ein neuntes Opfer

die bei dem rassistischem Anschlag in #Hanau aus ihrem Leben gerissen wurden. Ebenso seine Mutter, Frau Rathjen";90;507;107693;Brandenburg;negative
Annalena Baerbock;ABaerbock;TRUE;2020-03-12 16:19:38;Humanität und Ordnung: Das bedingt einander. Das sehen wir nicht nur auf #Lesbos, das sehen wir überall an der griechisch-türkischen Grenze. Wer zentrale Grundrechte außer Kraft setzt produziert Chaos, statt geordneter Verfahren. #Griechenland #Türkei https://t.co/meXjFOy8ql;61;374;107693;Brandenburg;negative
Annalena Baerbock;ABaerbock;TRUE;2020-07-11 10:19:21;Erinnerung an #Srebrenica - kaum zu ertragen. Ein Völkermord mitten in Europa, jahrelange Verbrechen gegen die Menschlichkeit, „ethnische Säuberung“, Vergewaltigung als Kriegswaffe ... #Srebrenica25YearsOn Mahnung für uns alle.  https://t.co/tgmspUPwwR;83;405;107693;Brandenburg;negative
Annalena Baerbock;ABaerbock;TRUE;2020-11-11 12:55:58;Unglaubliche Strafrechtsverschärfungen in #Belarus , um friedliche Demonstranten zu inhaftieren und im wahrsten Sinne des Wortes mundtot zu machen. Die EU muss auf allen Ebenen aktiv werden - gerade auch ggü dem Kreml, d diese massiven Menschenrechtsverletzungen stützt. https://t.co/SamOvhyN14;38;197;107693;Brandenburg;negative
Annalena Baerbock;ABaerbock;TRUE;2020-11-22 16:41:29;"Stolz wie Bolle auf unser neues Grundsatzprogramm. Leidenschaftliche Debatten mit Herz &amp; Verstand - so haben wir unser Wertefundament für das nächste Jahrzehnt geschaffen. Was für eine Arbeit von so vielen. Danke, dass wir  gemeinsam diesen Parteitag digital gewagt haben. #dbdk20 https://t.co/frzLW61qMp";82;1054;107693;Brandenburg;positive
Angelika Glockner;A_Gloeckner;TRUE;2019-10-11 13:16:51;Es ist die richtige Entscheidung Abiy Ahmed mit dem Friedensnobelpreis auszuzeichnen. Er hat es geschafft Völker zu versöhnen und damit einen wichtigen Beitrag für  Weltfriede und Humanität geleistet. #aethiopien #hungersnotbekaempfen #Friedensnobelpreis https://t.co/eBZMSn8uip;0;3;1059;Südwestpfalz, Rheinland-Pfalz;positive
Martin Sichert;AfDNbg;TRUE;2019-03-08 08:37:32;"Malys neuerliche Behauptung, dass  Nürnbergs Sicherheit besser geworden sei, ist unglaubwürdig. Die zunehmende Anzahl an #Wohlstandssuchenden werden wohl kaum zu Heiligen mutiert sein.
#Flüchtlinge #Migranten 
https://t.co/exJfQzlEeg";0;0;1630;Nürnberg, Bayern;negative
Martin Sichert;AfDNbg;TRUE;2019-05-06 16:41:33;"Die Industrie ist da nun nicht ganz zu verstehen. Vor 3 Jahren hat die noch Refugees Welcome gerufen und heute beschwert die sich, dass kein Geld für Investitionen da ist.

Nee, nee wo soll das noch hinführen.😕
https://t.co/dZs50mNSaf";0;1;1630;Nürnberg, Bayern;negative
Martin Sichert;AfDNbg;TRUE;2019-06-09 12:49:31;"@tagesthemen Und #ARD soll wirklich noch mehr Geld bekommen??? #GEZ
Ich verrate ihnen was. Der Qualitätsmangel bei den #GEZ Medien liegt nicht am Geld, sondern am Personal.
Nein, lassen Sie es stecken, kostet nichts.";0;1;1630;Nürnberg, Bayern;negative
Andreas Scheuer;AndiScheuer;TRUE;2019-12-13 09:26:13;"#Klimaschutz sorgt für neue Arbeitsplätze in den Regionen. Regionalbusse, Lkw, Gabelstapler &amp; Autos tanken u.a. in #Landshut bald #Wasserstoff rein aus erneuerbaren Energien - vor Ort hergestellt! Herzlichen Glückwunsch an alle 16 #H2-Regionen in Deutschland. #HyLand #HyBayern https://t.co/J2UIom9Lee";5;32;59399;Passau / Berlin;positive
Andreas Bleck;AndreasBleckMdB;TRUE;2017-11-16 16:33:55;Peinlich für die Grünen: Einige dieser Staaten, die den #Kohleausstieg wollen, setzen auf die Kernenergie. Entscheidet euch endlich! Ein gleichzeitiger Ausstieg aus der fossilen Energie und Kernenergie ist auf absehbare Zeit nicht möglich! https://t.co/vSkVxEDktD;38;108;3253;Neuwied, Deutschland;negative
Andreas Bleck;AndreasBleckMdB;TRUE;2018-01-19 08:39:49;"Die CDU/CSU-Fraktion präsentiert sich mit ihrem Antrag zur Änderung des Aufenthaltsgesetzes als Lösung des Problems """"Flüchtlingskrise"""". Ein Problem, dass es ohne #CDU und #CSU gar nicht gegeben hätte!";35;145;3253;Neuwied, Deutschland;negative
Andreas Bleck;AndreasBleckMdB;TRUE;2018-04-04 08:54:53;"Die Anzahl der Salafisten in Deutschland wächst zurzeit exponentiell, die Personalkapazitäten des Verfassungsschutzes nur linear. Es ist eine Frage von Zeit, bis die Beobachtung nicht mehr zu gewährleisten ist.
#Salafisten #Verfassungsschutz 
https://t.co/y8my523mnh";2;12;3253;Neuwied, Deutschland;negative
Andrej Hunko;AndrejHunko;TRUE;2018-05-17 13:39:38;Übrigens: Die #USA sanktionieren die EU-Energiebeziehungen zu #Russland und #Iran, dafür bieten die EU-Staatschefs ihnen gestern in Sofia an, dass die USA einfacher US-#Fracking #LNG in die EU importieren können... nicht zu fassen. https://t.co/kCDI17MQzX;14;7;9259;Germany;negative
Andrej Hunko;AndrejHunko;TRUE;2018-06-27 12:49:27;"Der Bundesinnenminister nennt private Seenotretter """"Shuttle"""" zwischen Libyen und Südeuropa. Das ist Identitären-Sprech und soll die neue rechte Achse Rom-Wien-Berlin zementieren. 
Der Mann gehört sofort von Bord!
@BMI_Bund @Seenotrettung #Lifeline
https://t.co/ReKqA2ppND";26;52;9259;Germany;negative
Andrej Hunko;AndrejHunko;TRUE;2018-07-20 12:16:27;"Es ist sehr erfreulich, dass der irrsinnige Haftbefehl gegen Carles #Puigdemont endlich aufgehoben wurde. Wir haben von Anfang an eine politische Lösung in diesem Konflikt gefordert, der nicht mit dem Mitteln des Strafrechts zu lösen ist.
https://t.co/2Bm2RebCNU";539;911;9259;Germany;positive
Andrej Hunko;AndrejHunko;TRUE;2018-11-19 14:07:11;"Eine harte Haltung in Brüssel führt auch dazu, dass ein No-Deal-Szenario droht. Meine PM zum #EU-Ministerrates zum #Brexit: „Eine verantwortungsvolle EU-Politik würde die Zeit bis Dezember nutzen, um nachzuverhandeln und offene Punkte zu klären. 
https://t.co/TnZCL9p4q0";3;7;9259;Germany;negative
Andrej Hunko;AndrejHunko;TRUE;2019-03-18 11:10:36;"Die EU schiebt niemals Geflüchtete nach #Libyen zurück, schreibt die @EU_Commission:
https://t.co/SJ94y5Et8B

Dieser """"Faktencheck"""" ist nicht einmal die halbe Wahrheit. Man bildet mit der libyschen """"Küstenwache"""" und Seepolizei Handlanger aus, um diese Drecksarbeit zu erledigen. https://t.co/uKNfeafcIg";1;2;9259;Germany;negative
Andrej Hunko;AndrejHunko;TRUE;2019-08-20 11:21:26;"Ich kritisiere das """"laute Schweigen"""" der Bundesregierung zu den offensichtlichen negativen Auswirkungen der US-Wirtschaftssanktionen gegen #Venezuela. 

Die Nicht-Antwort der Bundesregierung auf die Kleine Anfrage findet sich hier: https://t.co/mDc06eJyQl https://t.co/s4Z89NQDlQ";9;11;9259;Germany;negative
Andrej Hunko;AndrejHunko;TRUE;2019-11-07 08:08:55;"Neues von der Skandaldrohne #EuroHawk: 
Nachdem Kanada Verhandlungen beendete, kaufte die NATO Ersatzteile aus der Resterampe:
https://t.co/M7ijx4bSuv

Jetzt überlegt die US-Luftwaffe, den Flieger nebst Bodenstation zu erwerben. Beides hat nur Schrottwert, der Verlust ist immens.";2;1;9259;Germany;negative
Andrej Hunko;AndrejHunko;TRUE;2020-03-05 09:34:30;"Tatsächlich geht es in #SeaGuardian um anderes: Die Türkei möge bei """"Nebenaufgabe"""" helfen und """"Migrantenschmuggel"""" in die EU verhindern. Erdogan soll also seine """"Grenzöffnung"""" im Rahmen der NATO zurücknehmen. Das ist vermutlich genauso dumme Idee wie Mithilfe bei Waffenembargo. https://t.co/daKBi0GheX";4;5;9259;Germany;negative
Andrej Hunko;AndrejHunko;TRUE;2020-04-06 12:52:00;Die neoliberalen Kürzungsauflagen der EU sind eine Ursache dafür, dass die Gesundheitssysteme aktuell von Überlastung bedroht sind. Eine Lehre aus der #Coronakrise muss sein, dass wir ein bedarfsorientiertes und solide finanziertes öffentliches (!) Gesundheitssystem brauchen! https://t.co/rAGAJFJqqo;11;25;9259;Germany;negative
Andrej Hunko;AndrejHunko;TRUE;2020-06-24 09:20:36;"Überfällig ist auch der Beitritt der EU zur Europäischen Menschrechtskonvention, zu dem der #LissabonVertrag verpflichtet. 
Eine EU, die nicht einmal den Straßburger Menschenrechtsgerichtshof anerkennt, ist außenpolitisch unglaubwürdig.";1;3;9259;Germany;negative
Andrej Hunko;AndrejHunko;TRUE;2020-10-05 12:28:30;Die Befürworter von #Kampfdrohnen meinen, diese seien bereits in 40 Staaten so weit verbreitet, dass auch Deutschland diesem Kreis beitreten MUSS, um Verbreitung und Einsatz der #Killerwaffen mit internationalen Konventionen glaubwürdig zu reglementieren. Hanebüchenes Argument! https://t.co/6UG20CCm0R;15;19;9259;Germany;negative
Andrej Hunko;AndrejHunko;TRUE;2020-10-24 22:48:06;In der Tat ein Meilenstein: Soeben hat mit Honduras der 50. Staat den #Atomwaffenverbotsvertrag ratifiziert. Damit tritt der Vertrag in 90 Tagen, am 22. Januar, in Kraft. Ein wichtiger Schritt! Danke #ICAN https://t.co/j9JBwEPDDc?;12;49;9259;Germany;positive
Andrej Hunko;AndrejHunko;TRUE;2020-10-26 03:43:50;Gratulation nach #Chile! Gut 78% für eine neue Verfassung. Damit dürften die dunklen Schatten der Pinochet-Ära endgültig verschwinden. Was für ein beeindruckender gesellschaftlicher Prozess nach den Protesten gegen Fahrpreiserhöhungen der Metro vor 1 Jahr! https://t.co/7LwqRzmFsc https://t.co/vxrnEYAL5u;26;78;9259;Germany;positive
