name_matching;username;available;created_at;full_text;retweet_count;favorite_count;followers_count;location;topic;label;from;to
Kai Gehring;KaiGehring;TRUE;2019-06-20T08:38:54Z;#Belarus ist als letzte Diktatur Europas und letztes europaeisches Land, das die Todesstrafe vollstreckt, menschenrechtlich eine Katastrophe. Internationale Sportveranstaltungen, mit denen sich die Machthaber schmuecken koennen, haben dort nichts verloren! #Europaspiele;1;3;9738;Berlin/ Essen;Belarus;negative;2;8
Kai Gehring;KaiGehring;TRUE;2019-08-22T07:44:01Z;#SaoPaulo im Dunkeln, da riesige Gebiete im Amazonas Pantanal verbrennen. 2019 hat es in #Brasilien schon 71.500 Waldbraende gegeben - fatal! #Bolsonaro muss Brandrodung und Braende im Regenwald stoppen, sonst zerstoert er das Weltklima. #Klimaschutz;5;12;9738;Berlin/ Essen;Amazonas;negative;45;52
Kai Gehring;KaiGehring;TRUE;2019-10-15T10:38:57Z;Unsaeglich, empoerend hochdramatisch: derzeit sind allein 70.000 #Kinder in #Nordsyrien auf der #Flucht - mehr als doppelt soviele duerften auf #humanitaerehilfe angewiesen sein! Den Krieg stoppen!;7;22;9738;Berlin/ Essen;Nordsyrien;negative;78;87
Kai Gehring;KaiGehring;TRUE;2019-10-16T15:36:53Z;Fuer jeden Ausschuss im #Bundestag ist ein rechtsextremer Vorsitz eine schlimme Zumutung. Als Rechtsausschuss-Vositzender ist #Brandner mit seinen regelmaessigen braunen Entgleisungen besonders untragbar. Danke @ManuelaRottman! #Bundestag #noafd;14;50;9738;Berlin/ Essen;Brandner;negative;128;135
Kai Gehring;KaiGehring;TRUE;2019-11-20T15:25:29Z;#Wissenschaft geniesst besonders hohes Vertrauen in unserer Gesellschaft und viele Menschen erwarten, dass sich #Wissenschaftler*innen mit Bedacht in politische Debatten einbringen. Das ist ermutigend und zugleich eine grosse Verantwortung!;1;3;9738;Berlin/ Essen;Wissenschaft;positive;2;13
Kai Gehring;KaiGehring;TRUE;2019-12-15T15:24:24Z;Koennen wir bitte diskutieren, warum die Regierungschefs nicht in der Lage sind, das Weltklima zu retten - statt ueber @GretaThunberg Bahnreise? Hoert endlich auf, #Klimschutz zu vermasseln von diesem Wahnsinn abzulenken! #COP25;4;30;9738;Berlin/ Essen;Klimschutz;negative;166;175
Kai Gehring;KaiGehring;TRUE;2020-02-20T08:35:18Z;Es reicht! #LGBT-freie Zonen in der EU sind Bullshit, eine Schande und nicht hinnehmbar! Fuer LGBTI* gelten gleiche #Menschenrechte und Diskriminierungsschutz! Bruessel muss das durchsetzen garantieren - sonst sanktionieren! #Polen @EU_Commission;3;18;9738;Berlin/ Essen;LGBTI*;negative;13;16
Kai Gehring;KaiGehring;TRUE;2020-03-04T18:18:31Z;#Karliczek und #GroKo haben das #BAfoeG abstuerzen lassen. Trotz Novelle gehe es weiter abwaerts. Man habe auf 100.000 zusaetzliche Empfaenger gehofft. Doch nun wird offenbar nicht einmal diese bescheidene Zahl erfuellt. - mit Kollegin @ekindeligoez 😍;3;3;9738;Berlin/ Essen;BAfoe;negative;34;38
Kai Gehring;KaiGehring;TRUE;2020-04-01T07:28:31Z;Niemals auf Propaganda von #China reinfallen! Erst recht nicht in Krisenzeiten wie #CoronaPandemie! Mehrzahl der wenigen kritischen Berichterstatter*innen hat die brutale chinesische Diktatur verschwinden lassen, sie kratzen am globalen Saubermann-Image.;5;6;9738;Berlin/ Essen;China;negative;29;33
Kai Gehring;KaiGehring;TRUE;2020-04-30T09:37:07Z;Bedauerlich, dass die Sorge der #Studierenden vor Schulden offenbar kaum wahrgenommen werden. 3 Mio. junge Menschen im Studium werden auf #Studienkredite vertroestet. Bezueglich Notfallfonds noch alle unklar. Echte Nothilfe geht echt anders!;2;12;9738;Berlin/ Essen;Studienkredite;negative;140;153
Kai Gehring;KaiGehring;TRUE;2020-04-30T10:25:00Z;Die #Studienkredite von @AnjaKarliczek sind eine bildungspolitische Bankrotterklaerung! Die #Coronakrise wird damit fuer den Grossteil der knapp 3 Millionen Studierenden zur Bildungskrise Schuldenfalle. Das ist unterlassene Hilfeleistung der GroKo!;7;32;9738;Berlin/ Essen;Studienkredite;negative;6;19
Kai Gehring;KaiGehring;TRUE;2020-05-26T11:27:28Z;Forderungen aus CDU/CSU-Fraktion, den #Mindestlohn abzusenken oder einzufrieren, ist kaltschnaeuziges Sozialdumping zulasten von Menschen, die ohnehin in finanziellem Engpass stecken. Mindestlohn muss schon lang steigen, coronabedingt noch staerker!;3;17;9738;Berlin/ Essen;Mindestlohn;negative;40;50
Kai Gehring;KaiGehring;TRUE;2020-06-06T18:44:36Z;Wahnsinnig wichtig ermutigend, dass heute so viele Menschen hierzulande gegen Rassismus auf Plaetzen Zeichen setzten! Laesst hoffen, dass unsere Gesellschaft Hass, Gewalt Menschenverachtung beherzter entgegentritt! #Fightracism #JusticeForGeorgeFloyd #BlackLivesMatterGermany;2;12;9738;Berlin/ Essen;Rassismus;positive;79;87
Kai Gehring;KaiGehring;TRUE;2020-07-22T05:41:50Z;Waehrend in der Pandemie-Krise die ganze Welt gespannt auf die #Wissenschaft blickt, beschliessen die europaeischen Regierungschefs Kuerzungen fuer die #Forschung. Das ist paradox, zukunftsvergessen und ein schwerer Fehler, der uns noch teuer zu stehen kommen wird. #EUGipfel;5;28;9738;Berlin/ Essen;Wissenschaft;negative;65;76
Kai Gehring;KaiGehring;TRUE;2020-08-12T08:39:44Z;Schande fuer den #Bundestag: der kaeufliche #FDP-MdB Gero #Hocker. Er posiert in Werbe-Videos mit Lobbyisten, produziert von der Agentur seiner Mitarbeiter. Die Produktion zahlen die Lobbyisten. Hockers letzte dreiste Rede pro Tabakwerbung nun noch dreister.;1;4;9738;Berlin/ Essen;Lobbyisten;negative;99;108
Kai Gehring;KaiGehring;TRUE;2020-08-15T18:20:54Z;Was fuer ein dumpfer Populismus, @jensspahn! 👉🏻 Wo genau auf Mallorca sind diese Partys? Da sind doch fast alle Locations Gastro dicht! 👉🏻 Wie viel der Spanien-Urlauber sind Partyurlauber? Welche Statistik liegt @BMG_Bund dazu vor? 👉🏻 Wovon will Minister ablenken? #Spahn;0;5;9738;Berlin/ Essen;Mallorca;negative;62;69
Kai Gehring;KaiGehring;TRUE;2020-08-24T19:23:35Z;Grossartiger Erfolg! 💪🏻💚 So viele Unterschriften in Corona-Zeiten gesammelt, so viel Unterstuetzung Rueckenwind aus der Stadtgesellschaft! Moegen diese kuenftige Ratssitzungen klare Entscheidungen treffen, um diesen Aufbruch fuer die #Verkehrswende in #Essen konkret umzusetzen!;2;6;9738;Berlin/ Essen;Verkehrswende;positive;236;248
Kai Gehring;KaiGehring;TRUE;2020-09-15T10:15:44Z;#LGBTIQ* Rechte werden in Polen schon viel zu lange mit Fuessen getreten! LGBTIQ* freie Zonen und zunehmend eingeschraenkte Rechtsstaatlichkeit sind einem Land im Herzen Europas nicht wuerdig! 🌈Wir muessen uns gemeinsam fuer ein buntes Europa der Vielfalt und Freiheit einsetzen!❤️;0;6;9738;Berlin/ Essen;LGBTIQ*;negative;2;7
Kai Gehring;KaiGehring;TRUE;2020-09-26T11:06:41Z;Die soziale Notlage vieler Studierender, die sich pandemiebedingt verschaerft hat, ist Minister #Karlizcek offenbar schnuppe. Das macht fassungslos ist zukunftsvergessen! Eine Generation #Corona, die ihr #Studium abbricht oder sich verschulden muss, darf es nicht geben!;19;64;9738;Berlin/ Essen;Studierender;negative;28;39
Kai Gehring;KaiGehring;TRUE;2020-10-14T11:20:48Z;Die Wiederwahl Chinas in den #UN-Menschenrechtsrat ist schwerer Schlag fuer das Prinzip der Universalitaet der #Menschenrechte sowie Zumutung fuer die Millionen Opfer der Unterdrueckung durch das Regime in Peking. Mein gemeinsamer Kommentar mit @MargareteBause;0;0;9738;Berlin/ Essen;Chinas;negative;16;21
Kai Gehring;KaiGehring;TRUE;2021-01-04T14:15:46Z;Unmoegliches Timing: #Karliczek @BMBF_Bund glaenzen bei #Corona-Bundespressekonferenz durch Abwesenheit. Wir haetten gerne gewusst: Was wird akut fuer die #Schulen getan, damit nicht dauernd digitale Lernraeume abschmieren?;1;2;9738;Berlin/ Essen;Karliczek;negative;23;31
Kai Gehring;KaiGehring;TRUE;2021-01-06T12:14:44Z;4/10 Mit dem Kurs der Bundesregierung schlittern wir eine verschaerfte Bildungsspaltung, die uns als Gesellschaft in den naechsten Jahren teuer zu stehen kommt. Die #Schulen aechtzen unter dem Druck. Warum z.B. gibt es immer noch kein Bundes-Programm fuer #Luftfilter an Schulen?;0;8;9738;Berlin/ Essen;Schulen;negative;167;173
Elisabeth Kaiser;Kaiser_SPD;TRUE;2018-08-18T16:52:52Z;Was fuer ein Fest! 🍭🎉☀️ Das #Familienfest der spdthueringen, der SPD-Fraktion im Thueringer Landtag und der SPD Gera war ein voller Erfolg! Gute Stimmung, tolle Gaeste und interessante…;0;1;1961;"";Familienfest;positive;30;41
Elisabeth Kaiser;Kaiser_SPD;TRUE;2019-11-01T15:48:23Z;Wieder einmal beweist dieser Mann, dass er seines Mandates nicht wuerdig ist. Antisemitismus und Verschwoerungstheorien haben im Parlament nichts zu suchen: Brandner nennt #Bundesverdienstkreuz an #Lindenberg ‚Judaslohn ⁦@OTZonline⁩ ⁦@mdr_th⁩;3;14;1961;"";Brandner;negative;158;165
Elisabeth Kaiser;Kaiser_SPD;TRUE;2020-06-26T15:47:11Z;🎉 Gera erneut erfolgreich! 🎉 Der Bund foerdert das Tietz-Quartier auf der Sorge mit sensationellen 5,8 Mio. Euro! Ich als Mitglied der Fachjury fuer dieses Bundesprogramm bin sehr stolz, dass wir das geschafft haben.…;1;13;1961;"";Gera;positive;3;6
Elisabeth Kaiser;Kaiser_SPD;TRUE;2020-09-07T09:54:01Z;🌹Toller Start fuer die Bundestagswahl 2021! Danke fuer das Vertrauen!🌹 Am 5. September hat mir mein Kreisverband einstimmig und mit viel Zuspruch das Vertrauen ausgesprochen, fuer Gera als Bundestagskandidatin im…;1;25;1961;"";Bundestagskandidatin;positive;190;209
Karamba Diaby;KarambaDiaby;TRUE;2020-05-27T10:21:11Z;#icantbreathe - Es sind entsetzliche Bilder, die uns aus den USA erreichen. Ein Schwarzer Mensch ist gestorben, weil ihn ein weisser Polizist mit dem Knie die Luft abdrueckte. Immer wieder kommt es zur Polizeigewalt gegen Schwarze Menschen. Das muss endlich aufhoeren. #GeorgeFloyd;496;4341;50858;Halle (Saale);Schwarze;negative;81;88
Torbjorn Kartes;KartesMdB;TRUE;2018-06-17T04:00:00Z;Heute steht zum ersten Mal waehrend der #WM2018 unsere Elf auf dem Rasen! Wir sind stolz auf #DieMannschaft und freuen uns auf mitreissende Spiele. Uns allen wuensche ich viel Spass beim Zuschauen, Tippen und Mitfiebern! Auf gehts Jungs, viel Erfolg! #KoenigFussball #GerMex;0;1;731;"";WM2018;positive;42;47
Torbjorn Kartes;KartesMdB;TRUE;2018-08-12T13:24:30Z;Kampfgeist und Leidenschaft hatten heute alle fuenf Mannschaften beim Human Table Soccer Turnier der #cdulumaudach . Die CDU Niederfeld konnte als Gewinnerteam den Pokal nach Hause bringen. Herzlichen Glueckwunsch! #soccerturnier #tolleMannschaften #KartesaufSommertour;1;1;731;"";Soccer;positive;83;88
Katja Keul;KatjaKeul;TRUE;2018-05-10T12:48:34Z;Spannender Austausch mit @MarkusBickel, Max Weber von @Frieden_geht und Alexander Schudy von Eine Welt Stadt Berlin ueber konkrete Handlungsmoeglichkeiten in Sachen #Ruestungsexporte. Schoene Location und gute Gespraechsatmosphaere! #Abruestung #Frieden;1;4;2145;Nienburg und Berlin;Austausch;positive;12;20
Katja Keul;KatjaKeul;TRUE;2019-06-24T05:29:43Z;Iran-Krise: Es ist erschreckend wie hilflos 28 EU Staaten angesichts ungerechtfertigter US-Sanktionen dastehen. Im Sinne unseres eigenen Sicherheitsinteresses sollten wir daran arbeiten das zu aendern. ⁦@GrueneBundestag⁩;2;12;2145;Nienburg und Berlin;Iran-Krise;negative;1;10
Katja Keul;KatjaKeul;TRUE;2019-06-28T06:15:28Z;Die Situation im #Iran ist ein Fiasko. Versorgung mit Hilfsguetern ist quasi unmoeglich und internationale Banken sind maximal verunsichert. Hoechste Zeit, #INSTEX in Gang zu bringen! @GrueneBundestag (/tk);8;42;2145;Nienburg und Berlin;Iran;negative;19;22
Katja Keul;KatjaKeul;TRUE;2019-09-13T09:04:11Z;Grosses Dankeschoen an @leo_axt von @nuclearban! Er hat beim Gruendungstreffen zum Parlamentskreis #Atomwaffenverbot deutlich gemacht, wie enorm wichtig unsere Unterstuetzung aus dem Bundestag fuer das Anliegen ist.;6;15;2145;Nienburg und Berlin;Atomwaffenverbot;positive;101;116
Katja Keul;KatjaKeul;TRUE;2019-12-20T12:30:16Z;Unfassbar! Seit Kuendigung des Iran Deals im Sommer 2018 wurde noch keine einzige Transaktion ueber #INSTEX abgewickelt! Die EU muss hier entschlossener vorgehen, wenn sie jemals ihre Souveraenitaet gegen US Sanktionen verteidigen will.;23;38;2145;Nienburg und Berlin;Iran;negative;32;35
Katja Mast;KatjaMast;TRUE;2018-02-18T16:40:44Z;Super @spdde Basiskonferenzen zum Mitgliederentscheid in Mainz. Phantastisch wie viele engagierte Teilnehmer tolle Ideen zu #SPDerneuern und einer moeglichen Regierungsbeteiligung hatten . So koennen wir #GemeinsamWasBewegen! #Groko;16;34;2198;Pforzheim, Deutschland;Mitgliederentscheid;positive;35;53
Katja Mast;KatjaMast;TRUE;2018-10-14T15:07:54Z;#ltwBY18 ist ein Paukenschlag. Die #CSU ist fuer ihren Rechtsruck und ihren Krawall in der Groko abgestraft worden. Fuer die @spdde ist das Ergebnis bitter. Da gibt es nichts zu beschoenigen. Wir haben es in Bayern nicht geschafft, mit unseren Themen Durchschlagskraft zu erreichen.;0;1;2198;Pforzheim, Deutschland;ltwBY18;negative;2;8
Katja Mast;KatjaMast;TRUE;2019-01-31T14:55:09Z;Super: in #Brandenburg wurde heute Deutschlands erstes #Paritaetsgesetz beschlossen! In Zukunft heisst es, die Haelfte der Macht fuer Frauen. Ein gutes Signal fuer die Bundesebene! #Paritaet ist moeglich - in Frankreich uebrigens schon seit 2001.;0;10;2198;Pforzheim, Deutschland;Paritaetsgesetz;positive;57;71
Katja Mast;KatjaMast;TRUE;2019-02-23T07:41:16Z;Der 23.02. ist ein Tag des Gedenkens an die dunkelsten Stunden in #Pforzheim. Faschisten haben diesen Vernichtungskrieg verursacht. Es macht mich wuetend, dass Nazis heute das Gedenken missbrauchen. Lasst uns deshalb auch Flagge zeigen gegen Hass, Hetze und Gewalt. #NieWieder;3;7;2198;Pforzheim, Deutschland;Faschisten;negative;79;88
Katja Mast;KatjaMast;TRUE;2019-07-03T03:15:34Z;Der 3. Juli ist fuer uns von @spdbt der #TagdesMindestlohns, denn heute vor fuenf Jahren hat der Bundestag ihn beschlossen. Der gesetzliche Mindestlohn ist eine historische Leistung. Er hat jeder Kritik Stand gehalten. Er hat keine Arbeitsplaetze gekostet. (1/3);10;59;2198;Pforzheim, Deutschland;Mindestlohn;positive;48;58
Katja Mast;KatjaMast;TRUE;2019-08-28T05:42:18Z;Mehr #Frauen sind in Normalarbeit! Gute Nachricht - nur so koennen eigene Ansprueche in Sozialversicherungen fuer gute #Rente erworben werden. Dafuer haben wir auch #Brueckenteilzeit + Rueckkehrrecht eingefuehrt. Was noch fehlt: gleiche Bezahlung fuer gleiche Arbeit! @spdbt @BMAS_Bund;0;6;2198;Pforzheim, Deutschland;Frauen;positive;7;12
Katja Mast;KatjaMast;TRUE;2019-10-21T06:47:04Z;Glueckwunsch zum 70., @dgb_news! Ohne #Gewerkschaften waeren wir nicht dort, wo wir heute sind. Der #DGB hat unser Land gepraegt: sozial-, arbeitsmarktpolitisch weit darueber hinaus. Und er wird auch weiterhin gebraucht! #dgb70 @spdbt @DGB_BW @spdde;5;21;2198;Pforzheim, Deutschland;DGB;positive;102;104
Katja Mast;KatjaMast;TRUE;2020-02-13T10:30:45Z;Der #Mindestlohn hat unser Land positiv veraendert! Seine Einfuehrung war ein sozialpolitischer Meilenstein hat vIelen zu besseren Loehnen verholfen. Perspektivisch ist fuer mich aber klar: der #Mindestlohn muss auf mindestens 12€ steigen! @spdbt @spdde;8;59;2198;Pforzheim, Deutschland;Mindestlohn;positive;6;16
Katja Mast;KatjaMast;TRUE;2020-06-08T15:53:29Z;#Kunzmann sollte sich schaemen. Er ist nicht tragbar. Solche Aeusserungen passen weder zu Baden-Wuerttemberg, noch zu #Deutschland. Sie sind einfach nur unwuerdig! 😡 @saschabinder @spdbawue @spdde @spdbt;1;11;2198;Pforzheim, Deutschland;Kunzmann;negative;2;9
Katja Mast;KatjaMast;TRUE;2020-06-26T10:57:13Z;Das ist Politikversagen in gruen-schwarz! Die Landesregierung ist nicht in der Lage, wirksam gegen das Geschaeftsmodell in der #Fleischindustrie vorzugehen, das mit dem Infektionsgeschehen zusammenhaengt. Im Bund werden werden wir schaerfere Gesetze umsetzen!;5;9;2198;Pforzheim, Deutschland;Landesregierung;negative;47;61
Katja Mast;KatjaMast;TRUE;2020-09-21T07:23:03Z;Eine absolut zynische Aussage von Friedrich #Merz. Viele Menschen machen sich Sorgen um ihre Arbeit... #Kurzarbeit sichert in der #Corona-Krise Beschaeftigung. Und das fuer sehr viele Menschen ihre Familien. @spdde @spdbt;5;25;2198;Pforzheim, Deutschland;Merz;negative;46;49
Katja Mast;KatjaMast;TRUE;2020-10-07T14:09:28Z;Kurzes Treffen von SPD-Frauen mit Swetlana #Tichanowskaja vor dem Reichstag. Beeindruckende Frau Vorkaempferin fuer demokratischen Wandel in #Belarus. Ich habe groessten Respekt vor den unzaehligen DemonstrantInnen. Sie verdienen unsere Unterstuetzung. @spdde @spdbt @Tsihanouskaya;6;56;2198;Pforzheim, Deutschland;Tichanowskaja;positive;45;57
Katja Mast;KatjaMast;TRUE;2020-11-16T16:06:57Z;Wie #Querdenken und Co. gezielt versuchen Kinder, ihre Beduerfnisse u. ihre Gesundheit fuer ihre Zwecke zu instrumentalisieren macht mich fassungslos... In diesem Fall ist es ausserdem eine ungeheure Verharmlosung der Verbrechen Nazi-Deutschlands. @spdde @spdbt Via @RND_de;0;7;2198;Pforzheim, Deutschland;Querdenken;negative;6;15
Katja Mast;KatjaMast;TRUE;2020-12-04T09:02:00Z;#Stahlknecht u. die @cdulsa sind sich der Tragweite ihrer Handlungen entweder nicht bewusst oder auf dem Weg zur wie auch immer gearteten Zusammenarbeit mit der #AfD. Beides ist fatal, Letzteres mehr als ein Tabubruch. Und der CDU fehlt die Kraft Einfluss zu nehmen. @spdde @spdbt;16;68;2198;Pforzheim, Deutschland;AfD;negative;163;165
Katrin Helling-Plahr;KatrinHelling;TRUE;2019-07-03T15:23:00Z;Ich begruesse die Grundsatzentscheidung des @BGH_Bund zur #Sterbebegleitung. Das Urteil gibt Rueckenwind fuer die von der @fdpbt geforderte Liberalisierung der #Sterbehilfe. Mein ausfuehrliches Statement bei Facebook:;2;9;2063;Hagen;Sterbebegleitung;positive;60;75
Katrin Helling-Plahr;KatrinHelling;TRUE;2019-07-12T09:33:13Z;Die Antworten der #Bundesregierung auf meine kleine Anfrage zu den massiven Umsetzungsproblemen bei der #Medizinprodukteverordnung sind unbefriedigend. Entschiedenes Handeln, nicht laue Appelle ist jetzt gefragt! Mein ausfuehrliches Statement bei Facebook:;4;9;2063;Hagen;Medizinprodukteverordnung;negative;106;130
Katrin Helling-Plahr;KatrinHelling;TRUE;2020-12-12T13:00:00Z;Dt. #Familienrecht haelt an veralteten Vorstellungen zu Unterhalt u. Kinderbetreuung fest – mit ungerechten Ergebnissen u. zum Nachteil des Kindeswohls. Statt Reformen verzoegert die GroKo nur u. verschwendet Steuergeld. Hier meine Rede dazu: #Wechselmodell;37;92;2063;Hagen;Familienrecht;negative;6;18
Kerstin Griese;KerstinGriese;TRUE;2019-03-12T20:53:53Z;Toller Abend bei der @LebenshilfeBV mit der besten Nachricht der Woche: endlich konnte sich die @spdbt durchsetzen, dass die Wahlrechtsausschluesse von Menschen unter vollstaendiger Betreuung abgeschafft werden. Das #inklusive #Wahlrecht kommt! 👍😍;6;31;6705;Niederberg und Ratingen;Wahlrechtsausschluesse;positive;126;147
Kerstin Griese;KerstinGriese;TRUE;2019-06-27T10:28:55Z;Am #donnerstagderdemokratie danke ich allen ehrenamtlich Engagierten, die sich in Vereinen, Verbaenden und Kirchen fuer gesellschaftlichen Zusammenhalt einsetzen und gegen Hass und Hetze aufstehen. Sie alle sind wahre #Alltagshelden! Danke an @HeikoMaas fuer die Initiative!;7;42;6705;Niederberg und Ratingen;ehrenamtlich;positive;45;56
Kerstin Griese;KerstinGriese;TRUE;2020-09-04T08:55:59Z;Der #Inklusionspreis fuer die Wirtschaft 2020 ist digital vergeben worden. Interessante und begeisternde Beispiele, die zeigen: Inklusion im Arbeitsleben ist machbar. Und ein Gewinn fuer alle!;5;20;6705;Niederberg und Ratingen;Inklusionspreis;positive;6;20
Kirsten Kappert-Gonther;KirstenKappert;TRUE;2018-10-17T17:47:40Z;Bestes Timing. Heute hat #kanada #cannabis legalisiert. Heute habe ich diese Kanadier im ⁦@hanfmuseum⁩ getroffen. Congratulation ⁦@JustinTrudeau⁩ - promise kept! Hopefully Germany will follow soon - fuer Jugend- und Gesundheitsschutz. ⁦⁦;7;33;3744;Bremen, Deutschland;cannabis;positive;35;42
Kirsten Kappert-Gonther;KirstenKappert;TRUE;2020-09-11T09:17:19Z;#Seehofer redet im Bundestag von Naechstenliebe und ueberlaesst im selben Atemzug Menschen in Not sich selbst. Das Mindeste waere es, endlich den Kommunen die Aufnahme zu ermoeglichen! #Moria #WirHabenPlatz;8;48;3744;Bremen, Deutschland;Moria;negative;187;191
Konstantin Notz;KonstantinNotz;TRUE;2019-04-12T14:00:43Z;Eine wirklich haarstraeubende Antwort des @BMI_Bund auf meine Frage zu #Amazon #Alexa Das Ministerium macht sich einen extrem schlanken Fuss und laesst Nutzer Aufsichtsbehoerden im Regen stehen. Gestaltung des digitalen Wandels? Fehlanzeige!;35;90;69552;Schleswig-Holstein und Berlin;Alexa;negative;81;85
